fragility_score,sustainability_priority,durability_requirement,max_packaging_cost,material_cost,innovation_level,recommended,cost_efficiency,durability_pressure,eco_pressure,eco_cost_tradeoff
,,,,1.4296440677514624,0.6962624136327918,1,,,,
,,,,0.7711801788296457,0.6962624136327918,1,,,,
,,,,0.14947956874321514,0.6962624136327918,1,,,,
,,,,0.6844816430107641,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,1.4296440677514624,-0.4236706949932202,1,1.429644067751463,0.0,0.16450616378948657,-0.3914001525863752
0.0,0.0,0.0,0.0,0.7711801788296457,-0.4236706949932202,1,0.7711801788296465,0.0,0.16450616378948657,-0.3093485649032559
,,,,-0.6655345171424427,0.6962624136327918,1,,,,
0.0,0.0,0.0,0.0,0.14947956874321514,-0.4236706949932202,1,0.14947956874321552,0.0,0.16450616378948657,-0.19716151704500934
0.0,0.0,0.0,0.0,0.6844816430107641,-0.4236706949932202,0,0.6844816430107649,0.0,0.16450616378948657,-0.296171452201491
0.0,0.0,0.0,0.0,-1.6407724781452975,-1.5436038036192323,1,-1.6407724781452973,0.0,-1.1872289536261804,0.8565311827128821
0.0,0.0,0.0,0.0,-0.44696838626482166,-1.5436038036192323,0,-0.4469683862648212,0.0,-1.1872289536261804,-0.03152490666606273
,,,,0.580724552686883,0.6962624136327918,0,,,,
,,,,-1.651816875978192,1.816195522258804,1,,,,
0.0,0.0,0.0,0.0,-0.6655345171424427,-0.4236706949932202,1,-0.6655345171424425,0.0,0.16450616378948657,0.05340135553084169
,,,,-1.077212103545792,0.6962624136327918,0,,,,
,,,,-0.9595180514857095,0.6962624136327918,1,,,,
0.0,0.0,0.0,0.0,-0.8926528597964007,-1.5436038036192323,1,-0.8926528597964004,0.0,-1.1872289536261804,0.16332593676613535
0.0,0.0,0.0,0.0,-0.781763681018233,-1.5436038036192323,0,-0.7817636810182326,0.0,-1.1872289536261804,0.10641616158111719
,,,,-0.7053142502305896,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,0.16997680176622018,-1.5436038036192323,1,0.16997680176622074,0.0,-1.1872289536261804,-0.20163315346402216
,,,,0.3591819139075462,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,-2.068026691730013,-1.5436038036192323,1,-2.068026691730013,0.0,-1.1872289536261804,1.980399272975674
,,,,-1.5382061531036606,0.6962624136327918,0,,,,
,,,,-1.4909453727384707,0.6962624136327918,1,,,,
,,,,-0.8165924077113133,1.816195522258804,1,,,,
0.0,0.0,0.0,0.0,0.580724552686883,-0.4236706949932202,0,0.5807245526868833,0.0,0.16450616378948657,-0.27948817760908906
0.0,0.0,0.0,0.0,-1.651816875978192,0.6962624136327918,1,-1.651816875978192,0.0,1.5162412812051536,0.8741260694572068
0.0,0.0,0.0,0.0,0.972403808080823,-1.5436038036192323,1,0.9724038080808234,0.0,-1.1872289536261804,-0.3375389985448235
,,,,2.012584120775683,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,-1.077212103545792,-0.4236706949932202,0,-1.0772121035457918,0.0,0.16450616378948657,0.27521231667637075
0.0,0.0,0.0,0.0,-0.9595180514857095,-0.4236706949932202,1,-0.9595180514857093,0.0,0.16450616378948657,0.20113221791975117
0.0,0.0,0.0,0.0,-0.658535820607767,-1.5436038036192323,0,-0.6585358206077666,0.0,-1.1872289536261804,0.050401101939750156
,,,,-0.35720793499361425,1.816195522258804,1,,,,
,,,,-0.947323760550911,0.6962624136327918,0,,,,
,,,,-0.08341930511143139,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,-0.3863773004017661,-1.5436038036192323,1,-0.38637730040176566,0.0,-1.1872289536261804,-0.052236388355426835
,,,,-0.99059196861265,0.6962624136327918,1,,,,
,,,,1.2036157635328495,1.816195522258804,1,,,,
,,,,0.36768850293628824,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,-0.7053142502305896,-0.4236706949932202,0,-0.7053142502305891,0.0,0.16450616378948657,0.0708529062328487
,,,,0.9054627209829998,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,0.5650412159823174,-1.5436038036192323,0,0.565041215982318,0.0,-1.1872289536261804,-0.2768743819704525
,,,,-0.12141240518578897,0.6962624136327918,1,,,,
,,,,-1.3645080212369818,0.6962624136327918,0,,,,
,,,,0.641243281114811,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,0.3591819139075462,-0.4236706949932202,0,0.35918191390754667,0.0,0.16450616378948657,-0.24008698919433882
,,,,-0.10326265568112895,0.6962624136327918,0,,,,
,,,,1.772247492669113,1.816195522258804,1,,,,
,,,,0.8765984008063119,0.6962624136327918,0,,,,
,,,,1.562386381930772,1.816195522258804,1,,,,
,,,,0.9281833582886246,0.6962624136327918,0,,,,
,,,,-1.2386236885533042,0.6962624136327918,1,,,,
,,,,0.8418509440627481,0.6962624136327918,0,,,,
,,,,-0.5808641932064985,1.816195522258804,1,,,,
,,,,-0.17627486603199866,1.816195522258804,1,,,,
,,,,-0.6578202784569844,0.6962624136327918,1,,,,
,,,,1.2557670447697524,0.6962624136327918,0,,,,
,,,,2.4960251220383056,1.816195522258804,1,,,,
,,,,-0.7048454489911578,1.816195522258804,1,,,,
,,,,0.3749277789133422,1.816195522258804,0,,,,
,,,,-0.3685458629924432,0.6962624136327918,1,,,,
,,,,-1.1391267169170327,0.6962624136327918,1,,,,
,,,,0.3995145273868169,1.816195522258804,0,,,,
,,,,-1.8909784777508736,0.6962624136327918,0,,,,
,,,,0.0036375969274184254,1.816195522258804,1,,,,
,,,,-0.3585374874623546,0.6962624136327918,1,,,,
,,,,-0.019362061095300163,1.816195522258804,1,,,,
,,,,-0.30508660733566556,0.6962624136327918,1,,,,
,,,,0.642959955455303,0.6962624136327918,0,,,,
,,,,-1.3515951025348336,0.6962624136327918,1,,,,
,,,,0.2462620809382362,1.816195522258804,1,,,,
,,,,1.066283785971129,0.6962624136327918,0,,,,
,,,,-0.06943072731441041,1.816195522258804,1,,,,
,,,,0.9914831323880247,1.816195522258804,1,,,,
,,,,1.0213484265642632,1.816195522258804,1,,,,
,,,,-0.5267408977444479,0.6962624136327918,0,,,,
,,,,0.10092735991819801,0.6962624136327918,1,,,,
,,,,-0.29295692796855033,0.6962624136327918,1,,,,
,,,,0.8674671178000843,0.6962624136327918,0,,,,
0.0,0.0,0.0,0.0,-1.7931682524568313,-1.5436038036192323,1,-1.7931682524568313,0.0,-1.1872289536261804,1.1368579506707415
,,,,0.864546575028289,0.6962624136327918,1,,,,
